Timestamp,Topic,Payload
2023-11-14T21:03:41.608938,avr/fcm/location/local,"{""dX"": -0.00035850328276865184, ""dY"": -0.0006344994180835783, ""dZ"": -6.94412088394165}"
2023-11-14T21:03:41.611986,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.34471875429153}"
2023-11-14T21:03:41.614930,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:41.618934,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.626282,avr/fusion/velocity/ned,"{""Vn"": 2.387562356611241, ""Ve"": 0.22049617967498836, ""Vd"": 0.010319610140216751}"
2023-11-14T21:03:41.627923,avr/fusion/groundspeed,"{""groundspeed"": 2.397722371743294}"
2023-11-14T21:03:41.630079,avr/fusion/climbrate,"{""climb_rate_fps"": -2.0314152561016674}"
2023-11-14T21:03:41.632934,avr/fusion/geo,"{""lat"": 32.80854907622575, ""lon"": -97.15634421710347, ""alt"": 168.9698976660931}"
2023-11-14T21:03:41.634931,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3443372249603}"
2023-11-14T21:03:41.636980,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:41.638985,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.640929,avr/fcm/attitude/euler,"{""roll"": 0.2276950478553772, ""pitch"": 1.5300544500350952, ""yaw"": -0.6556963324546814}"
2023-11-14T21:03:41.643929,avr/fcm/location/local,"{""dX"": -0.00036322063533589244, ""dY"": -0.0006378745310939848, ""dZ"": -6.944113254547119}"
2023-11-14T21:03:41.645984,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3438535928726}"
2023-11-14T21:03:41.646927,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.648985,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.650922,avr/fusion/hil_gps,"{""time_usec"": 1699400738586587, ""fix_type"": 3, ""lat"": 328085490, ""lon"": -971563442, ""alt"": 168969, ""eph"": 20, ""epv"": 5, ""vel"": 2, ""vn"": 2, ""ve"": 0, ""vd"": 0, ""cog"": 35900, ""satellites_visible"": 13, ""heading"": 35917}"
2023-11-14T21:03:41.656943,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:03:41.659963,avr/fcm/location/local,"{""dX"": -0.00037371451617218554, ""dY"": -0.0006434241659007967, ""dZ"": -6.944104194641113}"
2023-11-14T21:03:41.660926,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.34182208776474}"
2023-11-14T21:03:41.661925,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.663149,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.683672,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3419051170349}"
2023-11-14T21:03:41.685915,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.686679,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.688685,avr/vio/position/ned,"{""n"": 0.8363582729075247, ""e"": 7.357316031125384, ""d"": -746.9950707198143}"
2023-11-14T21:03:41.692637,avr/fusion/position/ned,"{""n"": 0.8363582729075247, ""e"": 7.357316031125384, ""d"": -746.9950707198143}"
2023-11-14T21:03:41.696634,avr/vio/orientation/eul,"{""psi"": 2.366997061639176, ""theta"": -0.025290835837066466, ""phi"": -0.012124331079571875}"
2023-11-14T21:03:41.697633,avr/vio/heading,"{""degrees"": 359.3053269997212}"
2023-11-14T21:03:41.698631,avr/vio/velocity/ned,"{""n"": -0.29870806711501086, ""e"": -0.34970761244666987, ""d"": -0.0896125004209321}"
2023-11-14T21:03:41.700639,avr/vio/confidence,"{""tracker"": 40}"
2023-11-14T21:03:41.701732,avr/fusion/geo,"{""lat"": 32.80854907541281, ""lon"": -97.15634421444038, ""alt"": 168.96995070731026}"
2023-11-14T21:03:41.702635,avr/fusion/attitude/euler,"{""psi"": 2.366997061639176, ""theta"": -0.025290835837066466, ""phi"": -0.012124331079571875}"
2023-11-14T21:03:41.704633,avr/fcm/location/local,"{""dX"": -0.0003755201760213822, ""dY"": -0.0006428363267332315, ""dZ"": -6.944096088409424}"
2023-11-14T21:03:41.705768,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.707680,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3416402935982}"
2023-11-14T21:03:41.708687,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.710680,avr/fcm/attitude/euler,"{""roll"": 0.22737933695316315, ""pitch"": 1.5302014350891113, ""yaw"": -0.6587480902671814}"
2023-11-14T21:03:41.712675,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3412519097328}"
2023-11-14T21:03:41.713672,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.714674,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.740362,avr/fcm/location/local,"{""dX"": -0.0003748508170247078, ""dY"": -0.0006391734350472689, ""dZ"": -6.944089412689209}"
2023-11-14T21:03:41.743319,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3409361243248}"
2023-11-14T21:03:41.745321,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.750318,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.751318,avr/fusion/attitude/heading,"{""heading"": 359.3053269997212}"
2023-11-14T21:03:41.752384,avr/fusion/velocity/ned,"{""Vn"": -0.29870806711501086, ""Ve"": -0.34970761244666987, ""Vd"": -0.0896125004209321}"
2023-11-14T21:03:41.753642,avr/fusion/groundspeed,"{""groundspeed"": 0.4599151264774144}"
2023-11-14T21:03:41.754318,avr/fusion/climbrate,"{""climb_rate_fps"": 17.640220707860486}"
2023-11-14T21:03:41.756320,avr/fusion/hil_gps,"{""time_usec"": 1699400738687218, ""fix_type"": 3, ""lat"": 328085490, ""lon"": -971563442, ""alt"": 168969, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 35900, ""satellites_visible"": 13, ""heading"": 35930}"
2023-11-14T21:03:41.757402,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:03:41.759358,avr/fcm/location/local,"{""dX"": -0.000377571297576651, ""dY"": -0.0006358343525789678, ""dZ"": -6.944082736968994}"
2023-11-14T21:03:41.761318,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.34000688791275}"
2023-11-14T21:03:41.762536,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.763646,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.788807,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.33925849199295}"
2023-11-14T21:03:41.791811,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.792806,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.794807,avr/fcm/location/local,"{""dX"": -0.00038016127655282617, ""dY"": -0.0006320449756458402, ""dZ"": -6.94407844543457}"
2023-11-14T21:03:41.795806,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.33865797519684}"
2023-11-14T21:03:41.796808,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.797807,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.823987,avr/fcm/attitude/euler,"{""roll"": 0.22673700749874115, ""pitch"": 1.5296049118041992, ""yaw"": -0.6615696549415588}"
2023-11-14T21:03:41.827041,avr/vio/position/ned,"{""n"": 1.0496877470977903, ""e"": 7.329251202256861, ""d"": -747.0094776957076}"
2023-11-14T21:03:41.828828,avr/fusion/position/ned,"{""n"": 1.0496877470977903, ""e"": 7.329251202256861, ""d"": -747.0094776957076}"
2023-11-14T21:03:41.830823,avr/fusion/geo,"{""lat"": 32.80854909464832, ""lon"": -97.15634421743694, ""alt"": 168.97009477797468}"
2023-11-14T21:03:41.832557,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.33843034505844}"
2023-11-14T21:03:41.833860,avr/vio/orientation/eul,"{""psi"": 2.367415075590431, ""theta"": -0.02229068643903703, ""phi"": -0.013941762220635014}"
2023-11-14T21:03:41.834860,avr/vio/heading,"{""degrees"": 359.20119586578267}"
2023-11-14T21:03:41.835947,avr/vio/velocity/ned,"{""n"": 1.5975609421730042, ""e"": 0.21319091320037842, ""d"": -0.0168482462565105}"
2023-11-14T21:03:41.836861,avr/vio/confidence,"{""tracker"": 37}"
2023-11-14T21:03:41.837859,avr/fusion/attitude/euler,"{""psi"": 2.367415075590431, ""theta"": -0.02229068643903703, ""phi"": -0.013941762220635014}"
2023-11-14T21:03:41.839034,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.839867,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.840860,avr/fusion/attitude/heading,"{""heading"": 359.20119586578267}"
2023-11-14T21:03:41.842859,avr/fcm/location/local,"{""dX"": -0.00038340725586749613, ""dY"": -0.0006350904004648328, ""dZ"": -6.944074630737305}"
2023-11-14T21:03:41.843824,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3382291197777}"
2023-11-14T21:03:41.844881,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.846829,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.866972,avr/fcm/location/local,"{""dX"": -0.0003831486974377185, ""dY"": -0.000638321100268513, ""dZ"": -6.9440741539001465}"
2023-11-14T21:03:41.869009,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.33785396814346}"
2023-11-14T21:03:41.871962,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.872961,avr/fusion/velocity/ned,"{""Vn"": 1.5975609421730042, ""Ve"": 0.21319091320037842, ""Vd"": -0.0168482462565105}"
2023-11-14T21:03:41.874000,avr/fusion/hil_gps,"{""time_usec"": 1699400738788047, ""fix_type"": 3, ""lat"": 328085490, ""lon"": -971563442, ""alt"": 168970, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 35900, ""satellites_visible"": 13, ""heading"": 35920}"
2023-11-14T21:03:41.875002,avr/fusion/groundspeed,"{""groundspeed"": 1.6117230932849191}"
2023-11-14T21:03:41.876504,avr/fusion/climbrate,"{""climb_rate_fps"": 3.316577275594092}"
2023-11-14T21:03:41.877962,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.879004,avr/fcm/hil_gps_stats,"{""num_frames"": 786}"
2023-11-14T21:03:41.914120,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.33737498521805}"
2023-11-14T21:03:41.916344,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.917979,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.921018,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:03:41.922976,avr/fcm/location/local,"{""dX"": -0.0003764037974178791, ""dY"": -0.0006426230538636446, ""dZ"": -6.9440741539001465}"
2023-11-14T21:03:41.924210,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.33746576309204}"
2023-11-14T21:03:41.925017,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.926017,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.927020,avr/fcm/attitude/euler,"{""roll"": 0.22862015664577484, ""pitch"": 1.5301413536071777, ""yaw"": -0.6626299023628235}"
2023-11-14T21:03:41.927974,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.33720630407333}"
2023-11-14T21:03:41.929020,avr/fusion/hil_gps,"{""time_usec"": 1699400738888570, ""fix_type"": 3, ""lat"": 328085490, ""lon"": -971563442, ""alt"": 168970, ""eph"": 20, ""epv"": 5, ""vel"": 1, ""vn"": 1, ""ve"": 0, ""vd"": 0, ""cog"": 35900, ""satellites_visible"": 13, ""heading"": 35920}"
2023-11-14T21:03:41.930017,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.931017,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.957848,avr/fcm/location/local,"{""dX"": -0.0003681624075397849, ""dY"": -0.0006483314209617674, ""dZ"": -6.944077968597412}"
2023-11-14T21:03:41.959849,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:03:41.964905,avr/vio/position/ned,"{""n"": 0.6328834598876476, ""e"": 6.817107341057292, ""d"": -746.964961017235}"
2023-11-14T21:03:41.967533,avr/vio/orientation/eul,"{""psi"": 2.3657029558860865, ""theta"": -0.048851724959613256, ""phi"": 0.0033786284904913986}"
2023-11-14T21:03:41.969887,avr/fusion/position/ned,"{""n"": 0.6328834598876476, ""e"": 6.817107341057292, ""d"": -746.964961017235}"
2023-11-14T21:03:41.970846,avr/fusion/attitude/euler,"{""psi"": 2.3657029558860865, ""theta"": -0.048851724959613256, ""phi"": 0.0033786284904913986}"
2023-11-14T21:03:41.972861,avr/vio/heading,"{""degrees"": 0.19358115304781334}"
2023-11-14T21:03:41.974013,avr/vio/velocity/ned,"{""n"": -4.902438246714535, ""e"": -7.790151406635544, ""d"": -0.4127844056086755}"
2023-11-14T21:03:41.974856,avr/vio/confidence,"{""tracker"": 94}"
2023-11-14T21:03:41.975856,avr/fusion/geo,"{""lat"": 32.808549057065875, ""lon"": -97.15634427211985, ""alt"": 168.96964961123845}"
2023-11-14T21:03:41.976854,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3367170095444}"
2023-11-14T21:03:41.977858,avr/fusion/attitude/heading,"{""heading"": 0.19358115304781334}"
2023-11-14T21:03:41.978856,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.979856,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:41.981856,avr/fcm/location/local,"{""dX"": -0.00036236978485248983, ""dY"": -0.0006551932892762125, ""dZ"": -6.944083213806152}"
2023-11-14T21:03:41.983102,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.336163520813}"
2023-11-14T21:03:41.985197,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:41.985893,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:42.008486,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3348608613014}"
2023-11-14T21:03:42.012076,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:42.014073,avr/fusion/velocity/ned,"{""Vn"": -4.902438246714535, ""Ve"": -7.790151406635544, ""Vd"": -0.4127844056086755}"
2023-11-14T21:03:42.015035,avr/fusion/groundspeed,"{""groundspeed"": 9.204366338926064}"
2023-11-14T21:03:42.016457,avr/fusion/climbrate,"{""climb_rate_fps"": 81.25661024406777}"
2023-11-14T21:03:42.017031,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:42.019073,avr/fcm/location/local,"{""dX"": -0.00035637503606267273, ""dY"": -0.0006714852643199265, ""dZ"": -6.944091796875}"
2023-11-14T21:03:42.020036,avr/fcm/attitude/euler,"{""roll"": 0.22932575643062592, ""pitch"": 1.5291972160339355, ""yaw"": -0.6653017401695251}"
2023-11-14T21:03:42.021036,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3346982598305}"
2023-11-14T21:03:42.023037,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:42.024034,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:42.025075,avr/fusion/hil_gps,"{""time_usec"": 1699400738989192, ""fix_type"": 3, ""lat"": 328085490, ""lon"": -971563442, ""alt"": 168969, ""eph"": 20, ""epv"": 5, ""vel"": 9, ""vn"": -4, ""ve"": -7, ""vd"": 0, ""cog"": 0, ""satellites_visible"": 13, ""heading"": 19}"
2023-11-14T21:03:42.054570,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.33363223075867}"
2023-11-14T21:03:42.057584,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:42.058609,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:42.060570,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:03:42.062570,avr/fcm/location/local,"{""dX"": -0.00035868585109710693, ""dY"": -0.0006932096439413726, ""dZ"": -6.94410514831543}"
2023-11-14T21:03:42.063609,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:42.064610,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3335722088814}"
2023-11-14T21:03:42.065610,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:42.089649,avr/vio/position/ned,"{""n"": 0.6887539049338471, ""e"": 7.139254203494052, ""d"": -747.0183289896623}"
2023-11-14T21:03:42.091695,avr/fusion/position/ned,"{""n"": 0.6887539049338471, ""e"": 7.139254203494052, ""d"": -747.0183289896623}"
2023-11-14T21:03:42.096645,avr/fcm/location/local,"{""dX"": -0.00035718383151106536, ""dY"": -0.0007006514933891594, ""dZ"": -6.9441094398498535}"
2023-11-14T21:03:42.101695,avr/fusion/geo,"{""lat"": 32.80854906210361, ""lon"": -97.1563442377234, ""alt"": 168.97018329077565}"
2023-11-14T21:03:42.107664,avr/vio/orientation/eul,"{""psi"": 2.368014482935994, ""theta"": -0.022068653725777484, ""phi"": -0.013871482887748976}"
2023-11-14T21:03:42.111689,avr/fusion/attitude/euler,"{""psi"": 2.368014482935994, ""theta"": -0.022068653725777484, ""phi"": -0.013871482887748976}"
2023-11-14T21:03:42.112705,avr/vio/heading,"{""degrees"": 359.205222574944}"
2023-11-14T21:03:42.115703,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3337962627411}"
2023-11-14T21:03:42.117451,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:42.118705,avr/fusion/attitude/heading,"{""heading"": 359.205222574944}"
2023-11-14T21:03:42.120662,avr/vio/velocity/ned,"{""n"": 2.240451206838278, ""e"": 6.462708710783854, ""d"": 0.3484855020852916}"
2023-11-14T21:03:42.122663,avr/vio/confidence,"{""tracker"": 40}"
2023-11-14T21:03:42.124660,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:42.126665,avr/fusion/velocity/ned,"{""Vn"": 2.240451206838278, ""Ve"": 6.462708710783854, ""Vd"": 0.3484855020852916}"
2023-11-14T21:03:42.129215,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.33427822589874}"
2023-11-14T21:03:42.130661,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:42.132656,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:42.142773,avr/fcm/location/local,"{""dX"": -0.00035491035669110715, ""dY"": -0.0007077626069076359, ""dZ"": -6.9441094398498535}"
2023-11-14T21:03:42.147649,avr/fcm/attitude/euler,"{""roll"": 0.2297532558441162, ""pitch"": 1.5276360511779785, ""yaw"": -0.6653094291687012}"
2023-11-14T21:03:42.152658,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3346905708313}"
2023-11-14T21:03:42.154654,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:42.156671,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:42.157846,avr/fusion/groundspeed,"{""groundspeed"": 6.840045722848978}"
2023-11-14T21:03:42.159655,avr/fusion/climbrate,"{""climb_rate_fps"": -68.59937108548965}"
2023-11-14T21:03:42.161649,avr/fusion/hil_gps,"{""time_usec"": 1699400739089855, ""fix_type"": 3, ""lat"": 328085490, ""lon"": -971563442, ""alt"": 168970, ""eph"": 20, ""epv"": 5, ""vel"": 6, ""vn"": 2, ""ve"": 6, ""vd"": 0, ""cog"": 35900, ""satellites_visible"": 13, ""heading"": 35920}"
2023-11-14T21:03:42.165657,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3352970480919}"
2023-11-14T21:03:42.167646,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:42.169648,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:42.171721,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:03:42.173695,avr/fcm/location/local,"{""dX"": -0.0003573991125449538, ""dY"": -0.0007131937891244888, ""dZ"": -6.944108486175537}"
2023-11-14T21:03:42.194110,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3354036808014}"
2023-11-14T21:03:42.197119,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:42.199397,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:42.203100,avr/fcm/location/local,"{""dX"": -0.00035842243232764304, ""dY"": -0.0007152216858230531, ""dZ"": -6.944106101989746}"
2023-11-14T21:03:42.206058,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 359.3357809185982}"
2023-11-14T21:03:42.208775,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.96900939941406}"
2023-11-14T21:03:42.210451,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:42.227955,avr/vio/position/ned,"{""n"": 0.7391977895589683, ""e"": 7.214058527986603, ""d"": -747.0013370491005}"
2023-11-14T21:03:42.234953,avr/fusion/position/ned,"{""n"": 0.7391977895589683, ""e"": 7.214058527986603, ""d"": -747.0013370491005}"
2023-11-14T21:03:42.237105,avr/vio/orientation/eul,"{""psi"": 2.3678732706979315, ""theta"": -0.025375985939813547, ""phi"": -0.011574936664621442}"
